# M_ini =  3.00 Msun, Z = 0.0006, Y = 0.40, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 0.914 Msun, M_yield(all) = 2.086 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  i  53    0.310154  -1.239846   0.013793   2.815553E-10   1.349835E-10
 xe  54    1.050206  -1.189794   0.063844   1.596625E-09   7.654557E-10
 cs  55   -0.107903  -1.187903   0.065736   1.126042E-10   5.398483E-11
 ba  56    1.191333  -0.988667   0.264971   2.316142E-09   1.110407E-09
 la  57    0.071081  -1.098919   0.154720   1.777058E-10   8.519591E-11
 ce  58    0.465671  -1.114329   0.139310   4.447486E-10   2.132219E-10
 pr  59   -0.411054  -1.171054   0.082585   5.939787E-11   2.847659E-11
 nd  60    0.253925  -1.196075   0.057563   2.803584E-10   1.344097E-10
 sm  62   -0.390370  -1.330370  -0.076731   6.608887E-11   3.168440E-11
 eu  63   -0.742317  -1.252317   0.001322   2.987163E-11   1.432109E-11
 gd  64   -0.287643  -1.337643  -0.084004   8.765193E-11   4.202218E-11
 tb  65   -0.927842  -1.247842   0.005796   2.037794E-11   9.769612E-12
 dy  66   -0.104452  -1.234452   0.019187   1.387543E-10   6.652171E-11
 ho  67   -0.780677  -1.250677   0.002962   2.967649E-11   1.422753E-11
 er  68   -0.318932  -1.238932   0.014707   8.718345E-11   4.179758E-11
 tm  69   -1.119940  -1.239940   0.013699   1.391722E-11   6.672210E-12
 yb  70   -0.333375  -1.253375   0.000263   8.701048E-11   4.171465E-11
 lu  71   -1.124822  -1.214822   0.038817   1.425589E-11   6.834575E-12
 hf  72   -0.473993  -1.183993   0.069645   6.510313E-11   3.121181E-11
 ta  73   -1.322997  -1.202997   0.050641   9.338705E-12   4.477172E-12
  w  74   -0.531014  -1.181014   0.072625   5.877430E-11   2.817764E-11
 re  75   -0.977164  -1.237164   0.016475   2.130839E-11   1.021569E-11
 os  76    0.101795  -1.248205   0.005434   2.610439E-10   1.251499E-10
 ir  77    0.060310  -1.259690  -0.006051   2.397668E-10   1.149492E-10
 pt  78    0.334435  -1.285565  -0.031926   4.569169E-10   2.190556E-10
 au  79   -0.453046  -1.253046   0.000592   7.533995E-11   3.611956E-11
 hg  80   -0.051467  -1.221467   0.032172   1.932041E-10   9.262612E-11
 tl  81   -0.391012  -1.161012   0.092626   9.017350E-11   4.323108E-11
 pb  82    0.828631  -1.211369   0.042270   1.516663E-09   7.271200E-10
 bi  83   -0.581419  -1.231419   0.022220   5.947482E-11   2.851348E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.2542   0.6542   0.1541  -0.5001  -0.1119      0.9275      8.6311
