# M_ini =  5.00 Msun, Z = 0.0006, Y = 0.24, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.0
# M_remnant = 0.940 Msun, M_yield(all) = 4.060 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 ho  67   -0.718830  -1.188830   0.146162   7.833459E-11   1.929543E-11
 er  68   -0.087971  -1.007971   0.327021   3.399108E-10   8.372706E-11
 tm  69   -0.958442  -1.078442   0.256549   4.621082E-11   1.138268E-11
 yb  70    0.103926  -0.816074   0.518917   5.455676E-10   1.343846E-10
 lu  71   -0.790478  -0.880478   0.454513   7.056429E-11   1.738144E-11
 hf  72   -0.000590  -0.710590   0.624401   4.441646E-10   1.094069E-10
 ta  73   -0.927156  -0.807156   0.527836   5.318905E-11   1.310156E-11
  w  74   -0.044030  -0.694030   0.640962   4.130587E-10   1.017449E-10
 re  75   -0.778705  -1.038705   0.296287   7.694341E-11   1.895275E-11
 os  76    0.196817  -1.153183   0.181809   7.419622E-10   1.827606E-10
 ir  77    0.012916  -1.307084   0.027908   4.921087E-10   1.212166E-10
 pt  78    0.371289  -1.248711   0.086281   1.138727E-09   2.804920E-10
 au  79   -0.417722  -1.217722   0.117269   1.870869E-10   4.608337E-11
 hg  80    0.379376  -0.790624   0.544368   1.192778E-09   2.938058E-10
 tl  81    0.136168  -0.633832   0.701160   6.948503E-10   1.711560E-10
 pb  82    1.163675  -0.876325   0.458666   7.507150E-09   1.849166E-09
 bi  83   -0.347770  -0.997770   0.337221   2.331715E-10   5.743495E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1781   1.5699   0.9138  -0.6561  -0.4551      0.7948      8.4171
