# M_ini =  4.00 Msun, Z = 0.0006, Y = 0.30, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.910 Msun, M_yield(all) = 3.090 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 nd  60    0.548752  -0.901248   0.410321   9.177296E-10   2.970192E-10
 sm  62   -0.168596  -1.108596   0.202973   1.828360E-10   5.917406E-11
 eu  63   -0.739500  -1.249500   0.062069   4.995567E-11   1.616794E-11
 gd  64   -0.174893  -1.224893   0.086676   1.889264E-10   6.114521E-11
 tb  65   -0.900122  -1.220122   0.091447   3.609040E-11   1.168050E-11
 dy  66   -0.006499  -1.136499   0.175071   2.889577E-10   9.351992E-11
 ho  67   -0.769463  -1.239463   0.072106   5.059844E-11   1.637597E-11
 er  68   -0.209755  -1.129755   0.181814   1.863282E-10   6.030431E-11
 tm  69   -1.052038  -1.172038   0.139531   2.703744E-11   8.750549E-12
 yb  70   -0.080097  -1.000097   0.311472   2.591666E-10   8.387814E-11
 lu  71   -0.943874  -1.033874   0.277695   3.596124E-11   1.163870E-11
 hf  72   -0.190941  -0.900941   0.410628   2.078785E-10   6.727899E-11
 ta  73   -1.097288  -0.977288   0.334281   2.609198E-11   8.444557E-12
  w  74   -0.237713  -0.887713   0.423856   1.918975E-10   6.210678E-11
 re  75   -0.886726  -1.146726   0.164843   4.356750E-11   1.410043E-11
 os  76    0.132086  -1.217914   0.093655   4.644182E-10   1.503069E-10
 ir  77    0.016142  -1.303858   0.007711   3.598459E-10   1.164626E-10
 pt  78    0.331666  -1.288334   0.023235   7.543930E-10   2.441560E-10
 au  79   -0.455936  -1.255936   0.055633   1.243502E-10   4.024540E-11
 hg  80    0.196062  -0.973938   0.337631   5.676100E-10   1.837045E-10
 tl  81   -0.080759  -0.850759   0.460811   3.060465E-10   9.905062E-11
 pb  82    0.998214  -1.041786   0.269783   3.722891E-09   1.204897E-09
 bi  83   -0.483428  -1.133428   0.178142   1.238327E-10   4.007791E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.2269   1.3158   0.6426  -0.6732  -0.3728      0.9335      8.5792
