# M_ini =  3.00 Msun, Z = 0.0006, Y = 0.35, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.35, [alpha/Fe] = 0.0
# M_remnant = 0.880 Msun, M_yield(all) = 2.120 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 rb  37    1.785371  -0.734629   0.578073   6.650755E-09   3.137372E-09
 sr  38    1.985733  -0.894267   0.418436   1.075417E-08   5.073083E-09
  y  39    1.261836  -0.948164   0.364538   2.062133E-09   9.727735E-10
 zr  40    1.535504  -0.994496   0.318207   3.992464E-09   1.883372E-09
 nb  41    0.349521  -1.060479   0.252224   2.636909E-10   1.243913E-10
 mo  42    0.712124  -1.227876   0.084826   6.303629E-10   2.973622E-10
 ru  44    0.452006  -1.307994   0.004708   3.621891E-10   1.708561E-10
 rh  45   -0.219029  -1.279029   0.033673   7.886758E-11   3.720434E-11
 pd  46    0.388509  -1.261491   0.051211   3.290331E-10   1.552153E-10
 ag  47   -0.076360  -1.276360   0.036343   1.148391E-10   5.417326E-11
 cd  48    0.464806  -1.245194   0.067508   4.151960E-10   1.958611E-10
 in  49   -0.512141  -1.272141   0.040561   4.483808E-11   2.115154E-11
 sn  50    0.797905  -1.272095   0.040607   9.427499E-10   4.447250E-10
 sb  51   -0.497442  -1.507442  -0.194740   4.880157E-11   2.302125E-11
 te  52    0.468155  -1.711845  -0.399143   4.659980E-10   2.198260E-10
  i  53    0.236754  -1.313246  -0.000544   2.777466E-10   1.310219E-10
 xe  54    0.922724  -1.317276  -0.004574   1.389807E-09   6.556159E-10
 cs  55   -0.214699  -1.294699   0.018003   1.028592E-10   4.852195E-11
 ba  56    0.966841  -1.213159   0.099543   1.613916E-09   7.613355E-10
 la  57   -0.093136  -1.263136   0.049566   1.422229E-10   6.709104E-11
 ce  58    0.310251  -1.269749   0.042953   3.632227E-10   1.713437E-10
 pr  59   -0.529875  -1.289875   0.022827   5.277583E-11   2.489603E-11
 nd  60    0.134812  -1.315188  -0.002486   2.490014E-10   1.174618E-10
 sm  62   -0.489603  -1.429603  -0.116901   6.144022E-11   2.898330E-11
 eu  63   -0.807262  -1.317262  -0.004560   3.004675E-11   1.417401E-11
 gd  64   -0.367108  -1.417108  -0.104406   8.525951E-11   4.021961E-11
 tb  65   -0.995737  -1.315737  -0.003035   2.035875E-11   9.603869E-12
 dy  66   -0.181470  -1.311470   0.001233   1.357367E-10   6.403130E-11
 ho  67   -0.846573  -1.316573  -0.003871   2.978524E-11   1.405064E-11
 er  68   -0.397391  -1.317391  -0.004689   8.500374E-11   4.009896E-11
 tm  69   -1.192884  -1.312884  -0.000182   1.374338E-11   6.483188E-12
 yb  70   -0.435713  -1.355713  -0.043011   8.029274E-11   3.787663E-11
 lu  71   -1.213344  -1.303344   0.009358   1.357978E-11   6.406011E-12
 hf  72   -0.581763  -1.291763   0.020939   5.931670E-11   2.798156E-11
 ta  73   -1.418758  -1.298758   0.013944   8.750061E-12   4.127681E-12
  w  74   -0.640436  -1.290436   0.022266   5.336195E-11   2.517252E-11
 re  75   -1.052396  -1.312396   0.000306   2.093388E-11   9.875172E-12
 os  76    0.034677  -1.315323  -0.002621   2.613028E-10   1.232648E-10
 ir  77    0.000444  -1.319556  -0.006854   2.440111E-10   1.151078E-10
 pt  78    0.270986  -1.349014  -0.036312   4.611817E-10   2.175540E-10
 au  79   -0.516353  -1.316353  -0.003651   7.606834E-11   3.588384E-11
 hg  80   -0.147444  -1.317444  -0.004742   1.809349E-10   8.535274E-11
 tl  81   -0.499629  -1.269629   0.043073   8.202710E-11   3.869478E-11
 pb  82    0.746388  -1.293612   0.019090   1.466060E-09   6.915869E-10
 bi  83   -0.652267  -1.302267   0.010435   5.901597E-11   2.783970E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.2599   0.3671   0.0474  -0.3197  -0.0283      1.3584      9.0029
