# M_ini =  5.00 Msun, Z = 0.0006, Y = 0.30, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.976 Msun, M_yield(all) = 4.024 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 gd  64   -0.200950  -1.250950   0.051032   2.291983E-10   5.696138E-11
 tb  65   -0.915248  -1.235248   0.066734   4.490736E-11   1.116058E-11
 dy  66   -0.031396  -1.161396   0.140586   3.515346E-10   8.736495E-11
 ho  67   -0.780666  -1.250666   0.051316   6.353118E-11   1.578905E-11
 er  68   -0.234372  -1.154372   0.147610   2.268338E-10   5.637376E-11
 tm  69   -1.072024  -1.192024   0.109958   3.326838E-11   8.268007E-12
 yb  70   -0.136923  -1.056923   0.245059   2.929244E-10   7.279889E-11
 lu  71   -0.990356  -1.080356   0.221626   4.162430E-11   1.034466E-11
 hf  72   -0.253548  -0.963548   0.338434   2.318219E-10   5.761343E-11
 ta  73   -1.152544  -1.032544   0.269437   2.960075E-11   7.356511E-12
  w  74   -0.298345  -0.948345   0.353637   2.150583E-10   5.344724E-11
 re  75   -0.909032  -1.169032   0.132950   5.332858E-11   1.325346E-11
 os  76    0.120165  -1.229835   0.072147   5.824047E-10   1.447418E-10
 ir  77    0.018781  -1.301219   0.000762   4.664645E-10   1.159278E-10
 pt  78    0.334614  -1.285386   0.016596   9.785466E-10   2.431928E-10
 au  79   -0.459420  -1.259420   0.042562   1.589332E-10   3.949880E-11
 hg  80    0.144401  -1.025599   0.276383   6.492775E-10   1.613614E-10
 tl  81   -0.138265  -0.908265   0.393717   3.454167E-10   8.584450E-11
 pb  82    0.959592  -1.080408   0.221573   4.388623E-09   1.090680E-09
 bi  83   -0.505347  -1.155347   0.146635   1.516938E-10   3.769963E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1916   1.1899   0.5666  -0.6234  -0.3450      0.6926      8.3479
