# M_ini =  6.00 Msun, Z = 0.0006, Y = 0.40, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 1.258 Msun, M_yield(all) = 4.742 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 tb  65   -0.926062  -1.246062  -0.022539   4.382681E-11   9.242852E-12
 dy  66   -0.090159  -1.220159   0.003365   3.071480E-10   6.477594E-11
 ho  67   -0.775528  -1.245528  -0.022005   6.432216E-11   1.356522E-11
 er  68   -0.302935  -1.222935   0.000588   1.937270E-10   4.085603E-11
 tm  69   -1.116481  -1.236481  -0.012958   3.004765E-11   6.336895E-12
 yb  70   -0.352747  -1.272747  -0.049223   1.781866E-10   3.757865E-11
 lu  71   -1.141421  -1.231421  -0.007898   2.938813E-11   6.197807E-12
 hf  72   -0.507093  -1.217093   0.006431   1.291629E-10   2.723979E-11
 ta  73   -1.357330  -1.237330  -0.013807   1.848219E-11   3.897799E-12
  w  74   -0.569468  -1.219468   0.004055   1.152052E-10   2.429618E-11
 re  75   -0.988189  -1.248189  -0.024665   4.450144E-11   9.385126E-12
 os  76    0.119477  -1.230523  -0.006999   5.824756E-10   1.228411E-10
 ir  77    0.071010  -1.248990  -0.025467   5.263889E-10   1.110127E-10
 pt  78    0.378036  -1.241964  -0.018440   1.081895E-09   2.281662E-10
 au  79   -0.430966  -1.230966  -0.007442   1.697875E-10   3.580731E-11
 hg  80   -0.065891  -1.235891  -0.012367   4.001707E-10   8.439397E-11
 tl  81   -0.448542  -1.218542   0.004982   1.691845E-10   3.568015E-11
 pb  82    0.818396  -1.221604   0.001920   3.173124E-09   6.691956E-10
 bi  83   -0.572838  -1.222838   0.000685   1.299311E-10   2.740181E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.0213   0.0345   0.0005  -0.0340   0.0014      0.4969      8.2306
