# M_ini =  3.00 Msun, Z = 0.0006, Y = 0.30, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.858 Msun, M_yield(all) = 2.142 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 pr  59    1.148563   0.388563   1.748011   2.807998E-09   1.311016E-09
 nd  60    1.888368   0.438368   1.797816   1.573185E-08   7.344985E-09
 sm  62    1.146874   0.206874   1.566323   2.962670E-09   1.383230E-09
 eu  63    0.094776  -0.415224   0.944224   2.675213E-10   1.249020E-10
 gd  64    0.997927  -0.052073   1.307375   2.208837E-09   1.031276E-09
 tb  65    0.051594  -0.268406   1.091042   2.532827E-10   1.182542E-10
 dy  66    1.151422   0.021422   1.380870   3.262469E-09   1.523202E-09
 ho  67    0.126148  -0.343852   1.015596   3.120662E-10   1.456994E-10
 er  68    0.979690   0.059690   1.419138   2.262068E-09   1.056128E-09
 tm  69    0.041790  -0.078210   1.281238   2.632035E-10   1.228861E-10
 yb  70    1.319969   0.399969   1.759417   5.109558E-09   2.385582E-09
 lu  71    0.384734   0.294734   1.654182   6.017596E-10   2.809533E-10
 hf  72    1.254136   0.544136   1.903584   4.549185E-09   2.123952E-09
 ta  73    0.300600   0.420600   1.780048   5.115564E-10   2.388387E-10
  w  74    1.232622   0.582622   1.942070   4.445717E-09   2.075644E-09
 re  75    0.311140   0.051140   1.410588   5.380538E-10   2.512099E-10
 os  76    1.183811  -0.166189   1.193259   4.080830E-09   1.905283E-09
 ir  77    0.527632  -0.792368   0.567080   9.158962E-10   4.276194E-10
 pt  78    1.243622  -0.376378   0.983070   4.832491E-09   2.256224E-09
 au  79    0.462310  -0.337690   1.021758   8.079621E-10   3.772264E-10
 hg  80    1.719181   0.549181   1.908629   1.485377E-08   6.935024E-09
 tl  81    1.560733   0.790733   2.150182   1.051569E-08   4.909632E-09
 pb  82    3.428173   1.388173   2.747621   7.871670E-07   3.675175E-07
 bi  83    2.084380   1.434380   2.793828   3.590386E-08   1.676302E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.2287   1.3329   1.8804   0.5475   0.8673      1.6095      9.2074
