# M_ini =  3.00 Msun, Z = 0.0006, Y = 0.35, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.35, [alpha/Fe] = 0.0
# M_remnant = 0.880 Msun, M_yield(all) = 2.120 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 mo  42    1.850857  -0.089143   1.225841   8.708171E-09   4.107920E-09
 ru  44    1.552687  -0.207313   1.107671   4.566852E-09   2.154329E-09
 rh  45    0.477664  -0.582336   0.732648   3.923280E-10   1.850736E-10
 pd  46    1.473880  -0.176120   1.138864   4.006092E-09   1.889801E-09
 ag  47    0.679394  -0.520606   0.794378   6.555730E-10   3.092546E-10
 cd  48    1.603828  -0.106172   1.208812   5.720456E-09   2.698520E-09
 in  49    0.467071  -0.292929   1.022055   4.274809E-10   2.016563E-10
 sn  50    2.065385  -0.004615   1.310369   1.747536E-08   8.243679E-09
 sb  51    0.574431  -0.435569   0.879415   5.759228E-10   2.716811E-10
 te  52    1.685423  -0.494577   0.820406   7.667413E-09   3.616962E-09
  i  53    0.663225  -0.886775   0.428209   7.416118E-10   3.498418E-10
 xe  54    1.954949  -0.285051   1.029933   1.505249E-08   7.100735E-09
 cs  55    0.650016  -0.429984   0.885000   7.533829E-10   3.553946E-10
 ba  56    2.758313   0.578313   1.893297   1.000315E-07   4.718805E-08
 la  57    1.709477   0.539477   1.854461   9.028997E-09   4.259264E-09
 ce  58    2.249937   0.669937   1.984921   3.162767E-08   1.491977E-08
 pr  59    1.195288   0.435288   1.750272   2.803208E-09   1.322362E-09
 nd  60    1.944206   0.494206   1.809190   1.603358E-08   7.563548E-09
 sm  62    1.191087   0.251087   1.566071   2.940520E-09   1.387136E-09
 eu  63    0.138257  -0.371743   0.943241   2.650753E-10   1.250444E-10
 gd  64    1.039276  -0.010724   1.304260   2.177909E-09   1.027389E-09
 tb  65    0.093020  -0.226980   1.088004   2.497841E-10   1.178311E-10
 dy  66    1.194016   0.064016   1.379000   3.226120E-09   1.521863E-09
 ho  67    0.170003  -0.299997   1.014987   3.094814E-10   1.459922E-10
 er  68    1.023661   0.103661   1.418645   2.243911E-09   1.058524E-09
 tm  69    0.092775  -0.027225   1.287759   2.653444E-10   1.251714E-10
 yb  70    1.358474   0.438474   1.753458   5.005238E-09   2.361129E-09
 lu  71    0.424464   0.334464   1.649448   5.911342E-10   2.788567E-10
 hf  72    1.296126   0.586126   1.901110   4.492191E-09   2.119109E-09
 ta  73    0.343472   0.463472   1.778456   5.061720E-10   2.387774E-10
  w  74    1.278924   0.628924   1.943908   4.434130E-09   2.091719E-09
 re  75    0.367942   0.107942   1.422926   5.496932E-10   2.593077E-10
 os  76    1.223945  -0.126055   1.188929   4.013161E-09   1.893135E-09
 ir  77    0.573262  -0.746738   0.568246   9.120509E-10   4.302433E-10
 pt  78    1.282684  -0.337316   0.977668   4.740216E-09   2.236110E-09
 au  79    0.504262  -0.295738   1.019246   7.977675E-10   3.763322E-10
 hg  80    1.763325   0.593325   1.908309   1.474072E-08   6.953667E-09
 tl  81    1.604304   0.834304   2.149287   1.042178E-08   4.916285E-09
 pb  82    3.440638   1.400638   2.715622   7.260989E-07   3.425239E-07
 bi  83    2.081955   1.431955   2.746938   3.200727E-08   1.509884E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.2403   1.3148   1.8855   0.5706   0.8302      1.3110      8.9533
