# M_ini =  6.00 Msun, Z = 0.0006, Y = 0.30, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 1.080 Msun, M_yield(all) = 4.920 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 ga  31    2.318342  -0.761658   0.539298   4.169014E-08   8.474125E-09
 ge  32    2.778466  -0.801534   0.499422   1.243946E-07   2.528501E-08
 as  33    1.371443  -0.928557   0.372399   5.056400E-09   1.027787E-09
 se  34    2.653888  -0.686112   0.614844   1.015738E-07   2.064635E-08
 br  35    1.572096  -0.967904   0.333052   8.612716E-09   1.750659E-09
 kr  36    2.840413  -0.409587   0.891369   1.684182E-07   3.423345E-08
 rb  37    2.194213  -0.325787   0.975169   3.863734E-08   7.853599E-09
 sr  38    2.395010  -0.484990   0.815966   6.244927E-08   1.269372E-08
  y  39    1.722347  -0.487653   0.813302   1.346089E-08   2.736121E-09
 zr  40    2.055132  -0.474868   0.826088   3.004844E-08   6.107782E-09
 nb  41    0.818896  -0.591104   0.709852   1.756775E-09   3.570901E-10
 mo  42    1.168143  -0.771857   0.529099   4.077827E-09   8.288774E-10
 ru  44    0.857760  -0.902240   0.398716   2.084078E-09   4.236191E-10
 rh  45   -0.035332  -1.095332   0.205623   2.721711E-10   5.532273E-11
 pd  46    0.782216  -0.867784   0.433172   1.841581E-09   3.743280E-10
 ag  47    0.131557  -1.068443   0.232512   4.193304E-10   8.523499E-11
 cd  48    0.881336  -0.828664   0.472291   2.449003E-09   4.977954E-10
 in  49   -0.204848  -0.964848   0.336107   2.056775E-10   4.180693E-11
 sn  50    1.237627  -0.832373   0.468582   5.865744E-09   1.192297E-09
 sb  51   -0.207181  -1.217181   0.083774   2.152490E-10   4.375248E-11
 te  52    0.819594  -1.360406  -0.059450   2.362282E-09   4.801680E-10
  i  53    0.290868  -1.259132   0.041824   7.112285E-10   1.445675E-10
 xe  54    1.143462  -1.096538   0.204417   5.233019E-09   1.063687E-09
 cs  55   -0.050236  -1.130236   0.170720   3.395886E-10   6.902632E-11
 ba  56    1.437336  -0.742664   0.558292   1.077803E-08   2.190790E-09
 la  57    0.261984  -0.908016   0.392940   7.283434E-10   1.480464E-10
 ce  58    0.654494  -0.925506   0.375450   1.814591E-09   3.688419E-10
 pr  59   -0.282855  -1.042855   0.258100   2.107176E-10   4.283141E-11
 nd  60    0.360693  -1.089307   0.211648   9.468551E-10   1.924620E-10
 sm  62   -0.326836  -1.266836   0.034120   2.020298E-10   4.106549E-11
 eu  63   -0.778048  -1.288048   0.012907   7.265621E-11   1.476843E-11
 gd  64   -0.256903  -1.306903  -0.005947   2.484945E-10   5.051011E-11
 tb  65   -0.948868  -1.268868   0.032088   5.127039E-11   1.042145E-11
 dy  66   -0.083892  -1.213892   0.087064   3.842438E-10   7.810312E-11
 ho  67   -0.808168  -1.278168   0.022788   7.356195E-11   1.495253E-11
 er  68   -0.278121  -1.198121   0.102835   2.530705E-10   5.144025E-11
 tm  69   -1.106012  -1.226012   0.074943   3.794997E-11   7.713883E-12
 yb  70   -0.242489  -1.162489   0.138466   2.833174E-10   5.758837E-11
 lu  71   -1.075259  -1.165259   0.135697   4.221832E-11   8.581486E-12
 hf  72   -0.366007  -1.076007   0.224949   2.206285E-10   4.484594E-11
 ta  73   -1.250002  -1.130002   0.170953   2.917517E-11   5.930276E-12
  w  74   -0.404206  -1.054206   0.246750   2.080109E-10   4.228122E-11
 re  75   -0.943918  -1.203918   0.097038   6.071624E-11   1.234146E-11
 os  76    0.091079  -1.258921   0.042035   6.723614E-10   1.366672E-10
 ir  77    0.011328  -1.308672  -0.007716   5.656473E-10   1.149760E-10
 pt  78    0.321875  -1.298125   0.002831   1.172196E-09   2.382658E-10
 au  79   -0.476962  -1.276962   0.023994   1.882960E-10   3.827390E-11
 hg  80    0.051164  -1.118836   0.182120   6.461711E-10   1.313436E-10
 tl  81   -0.236976  -1.006976   0.293980   3.394867E-10   6.900560E-11
 pb  82    1.095050  -0.944950   0.356006   7.402201E-09   1.504605E-09
 bi  83   -0.167293  -0.817293   0.483662   4.075585E-10   8.284218E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1491   0.8185   0.3846  -0.4339  -0.0286      0.4049      8.0612
