# M_ini =  5.00 Msun, Z = 0.0006, Y = 0.35, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.35, [alpha/Fe] = 0.0
# M_remnant = 1.025 Msun, M_yield(all) = 3.975 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 zr  40    2.147526  -0.382474   0.884525   2.771093E-08   6.971744E-09
 nb  41    0.909124  -0.500876   0.766123   1.612488E-09   4.056829E-10
 mo  42    1.264051  -0.675949   0.591049   3.794034E-09   9.545342E-10
 ru  44    0.949305  -0.810695   0.456304   1.918588E-09   4.826943E-10
 rh  45    0.031250  -1.028750   0.238249   2.365793E-10   5.952057E-11
 pd  46    0.867387  -0.782613   0.484386   1.670696E-09   4.203275E-10
 ag  47    0.198715  -1.001285   0.265714   3.650100E-10   9.183223E-11
 cd  48    0.963059  -0.746941   0.520058   2.204193E-09   5.545492E-10
 in  49   -0.131911  -0.891911   0.375087   1.814162E-10   4.564219E-11
 sn  50    1.313499  -0.756501   0.510498   5.208492E-09   1.310395E-09
 sb  51   -0.143232  -1.153232   0.113767   1.859700E-10   4.678787E-11
 te  52    0.885497  -1.294503  -0.027505   2.049890E-09   5.157281E-10
  i  53    0.331383  -1.218617   0.048382   5.822052E-10   1.464760E-10
 xe  54    1.193448  -1.046552   0.220447   4.377853E-09   1.101416E-09
 cs  55   -0.010256  -1.090256   0.176743   2.776426E-10   6.985161E-11
 ba  56    1.502939  -0.677061   0.589938   9.346887E-09   2.351567E-09
 la  57    0.317452  -0.852548   0.414451   6.171013E-10   1.552554E-10
 ce  58    0.697398  -0.882602   0.384397   1.493396E-09   3.757210E-10
 pr  59   -0.247758  -1.007758   0.259241   1.703535E-10   4.285894E-11
 nd  60    0.408556  -1.041444   0.225555   7.879457E-10   1.982379E-10
 sm  62   -0.279804  -1.219804   0.047195   1.678411E-10   4.222686E-11
 eu  63   -0.742846  -1.252846   0.014153   5.875416E-11   1.478186E-11
 gd  64   -0.220938  -1.270938  -0.003939   2.013011E-10   5.064500E-11
 tb  65   -0.913265  -1.233265   0.033734   4.149751E-11   1.044028E-11
 dy  66   -0.047561  -1.177561   0.089438   3.115227E-10   7.837546E-11
 ho  67   -0.772885  -1.242885   0.024114   5.949611E-11   1.496852E-11
 er  68   -0.251092  -1.171092   0.095907   2.007653E-10   5.051019E-11
 tm  69   -1.079658  -1.199658   0.067341   3.006907E-11   7.565024E-12
 yb  70   -0.200546  -1.120546   0.146453   2.326911E-10   5.854234E-11
 lu  71   -1.035064  -1.125064   0.141935   3.453478E-11   8.688544E-12
 hf  72   -0.325982  -1.035982   0.231016   1.804107E-10   4.538921E-11
 ta  73   -1.211312  -1.091312   0.175687   2.378245E-11   5.983386E-12
  w  74   -0.371212  -1.021212   0.245787   1.672831E-10   4.208647E-11
 re  75   -0.923141  -1.183141   0.083858   4.749727E-11   1.194975E-11
 os  76    0.125482  -1.224518   0.042481   5.425980E-10   1.365113E-10
 ir  77    0.045284  -1.274716  -0.007717   4.560922E-10   1.147474E-10
 pt  78    0.355225  -1.264775   0.002223   9.438351E-10   2.374578E-10
 au  79   -0.443509  -1.243509   0.023490   1.516515E-10   3.815374E-11
 hg  80    0.083608  -1.086392   0.180607   5.192022E-10   1.306252E-10
 tl  81   -0.218258  -0.988258   0.278741   2.642927E-10   6.649294E-11
 pb  82    0.920889  -1.119111   0.147888   3.693023E-09   9.291212E-10
 bi  83   -0.521212  -1.171212   0.095787   1.345316E-10   3.384656E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1544   0.8851   0.4036  -0.4815  -0.2557      0.6180      8.3083
